"Genotype","value","SI_name","SI_value","Trait"
NA,5.62521872187391,"Genotypic superiority measure",3.26022791740035,"post61_DM"
NA,5.62521872187391,"Ecovalence",7.51921195983132,"post61_DM"
NA,7.27187496364063,"Genotypic superiority measure",2.41636320629513,"post61_DM"
NA,7.27187496364063,"Ecovalence",9.63288374109683,"post61_DM"
NA,6.48943746755281,"Genotypic superiority measure",2.5915321110956,"post61_DM"
NA,6.48943746755281,"Ecovalence",6.87921955108194,"post61_DM"
NA,5.64468747177656,"Genotypic superiority measure",3.28223851563519,"post61_DM"
NA,5.64468747177656,"Ecovalence",8.67540384197464,"post61_DM"
NA,6.38990621805047,"Genotypic superiority measure",3.11587163338382,"post61_DM"
NA,6.38990621805047,"Ecovalence",11.1670294965209,"post61_DM"
NA,6.12587496937063,"Genotypic superiority measure",3.14202559486341,"post61_DM"
NA,6.12587496937063,"Ecovalence",8.47132671160653,"post61_DM"
NA,6.71628121641859,"Genotypic superiority measure",2.69108730019448,"post61_DM"
NA,6.71628121641859,"Ecovalence",8.61731027946006,"post61_DM"
NA,7.92374996038125,"Genotypic superiority measure",1.81374190166446,"post61_DM"
NA,7.92374996038125,"Ecovalence",6.21674654725506,"post61_DM"
NA,4.55312497723437,"Genotypic superiority measure",1.33331705052574,"spike_number_87"
NA,4.55312497723437,"Ecovalence",1.77604501799832,"spike_number_87"
NA,5.16874997415625,"Genotypic superiority measure",0.98464777474216,"spike_number_87"
NA,5.16874997415625,"Ecovalence",2.18144697160231,"spike_number_87"
NA,5.44999997275,"Genotypic superiority measure",0.785314423548181,"spike_number_87"
NA,5.44999997275,"Ecovalence",2.27780560751264,"spike_number_87"
NA,5.199999974,"Genotypic superiority measure",0.911386302120978,"spike_number_87"
NA,5.199999974,"Ecovalence",2.25851685548083,"spike_number_87"
NA,4.95312497523437,"Genotypic superiority measure",1.13952429198102,"spike_number_87"
NA,4.95312497523437,"Ecovalence",2.2708667697449,"spike_number_87"
NA,5.37187497314063,"Genotypic superiority measure",0.888687581269337,"spike_number_87"
NA,5.37187497314063,"Ecovalence",2.19138047574549,"spike_number_87"
NA,5.96874997015625,"Genotypic superiority measure",0.39051248184277,"spike_number_87"
NA,5.96874997015625,"Ecovalence",1.97103041545543,"spike_number_87"
NA,5.97187497014063,"Genotypic superiority measure",0.443089294653706,"spike_number_87"
NA,5.97187497014063,"Ecovalence",1.86269922499676,"spike_number_87"
